

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	G4
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G				SPL2									Well ID
H													Well ID

295,335

Time	T° 295,335	G4
0:04:20	30.0	1707
0:04:22	30.0	1742
0:04:24	30.0	1740
0:04:26	30.0	1746
0:04:28	30.0	1705
0:04:30	30.0	1741
0:04:32	30.0	1683
0:04:34	30.0	1671
0:04:36	30.0	1737
0:04:38	30.0	1697
0:04:40	30.0	1712
0:04:42	30.0	1749
0:04:44	30.0	1725
0:04:46	30.0	1713
0:04:48	30.0	1712
0:04:50	30.0	1712
0:04:52	30.0	1746
0:04:54	30.0	1735
0:04:56	30.0	1737
0:04:58	30.0	1703
0:05:00	30.0	1704
0:05:02	30.0	1723
0:05:04	30.0	1705
0:05:06	30.0	1758
0:05:08	30.0	1774
0:05:10	30.0	1662
0:05:12	30.0	1727
0:05:14	30.0	1742
0:05:16	30.0	1692
0:05:18	30.0	1742
0:05:20	30.0	1744
0:05:22	30.0	1714
0:05:24	30.0	1744
0:05:26	30.0	1704
0:05:28	30.0	1714
0:05:30	30.0	1721
0:05:32	30.0	1708
0:05:34	30.0	1704
0:05:36	30.0	1729
0:05:38	30.0	1766
0:05:40	30.0	1746
0:05:42	30.0	1678
0:05:44	30.0	1716
0:05:46	30.0	1695
0:05:48	30.0	1714
0:05:50	30.0	1735
0:05:52	30.0	1738
0:05:54	30.0	1729
0:05:56	30.0	1740
0:05:58	30.0	1732
0:06:00	30.0	1701

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G				-3360000.000									Max V [295,335]
				1.000									R-Squared [295,335]
				0:05:09									t at Max V [295,335]
				0:04:51									Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

