node1	node2	pearson	greater_fdr
pab1-5001	srm1-g282s	0.0502	0.23350826086956522
pab1-5001	srm1-ts	0.0367	0.37557063621533443
pab1-5001	cdc20-1	0.0618	0.1366178417266187
pab1-5001	ceg1-ts	0.0981	0.01348695652173913
pab1-5001	ceg1-34	0.1767	0
pab1-5001	cse1-5002	0.1254	0
pab1-5001	nup57-5001	-0.0066	0.9147648020654044
pab1-5001	nup57-e17	0.1803	0
pab1-5001	med6-ts	0.0641	0.12086967340590979
pab1-5001	med6-5001	0.0549	0.18692074074074078
pab1-5001	irr1-1	-0.0324	1
pab1-5001	arc15-10	0.0653	0.11855510204081632
pab1-5001	rho3-1	-0.0279	1
pab1-5001	cct2-5001	0.027	0.49857599999999996
pab1-5001	dsn1-7	0.1028	0.008269172932330827
pab1-5001	dsn1-8	0.0739	0.07474368932038836
pab1-5001	nup82-5005	0.1114	0.0035081339712918665
pab1-5001	nup82-5004	0.0727	0.07776363636363637
pab1-5001	smc3-1	0.116	0.0035081339712918665
pab1-5001	smc3-42	0.0934	0.020730357142857144
pab1-5001	nnf1-77	0.0937	0.01894285714285714
pab1-5001	cof1-8	-0.0389	1
pab1-5001	ssl1-t242i	0.0407	0.323027345844504
pab1-5001	smc4-1	-0.0027	0.8768232558139536
pab1-5001	kap95-e126k	0.1391	0
pab1-5001	med11-ts	0.2175	0
pab1-5001	rna1-1	0.1291	0
pab1-5001	rna1-s116f	0.158	0
pab1-5001	srp1-5001	0.0477	0.25532432432432434
pab1-5001	med7-141	0.0633	0.12958368580060423
pab1-5001	med7-163	0.0898	0.02395397727272727
pab1-5001	dbp5-1	-0.0346	1
pab1-5001	mex67-ts5	0.1057	0.00716015625
pab1-5001	ipl1-2	0.1737	0
pab1-5001	cet1-2	0.0435	0.2997594418604651
pab1-5001	cet1-15	0.0606	0.14826481994459834
pab1-5001	nsl1-6	0.0034	0.8152400970873787
pab1-5001	tfb4-5001	0.1153	0.0035081339712918665
pab1-5001	sgv1-23	0.1357	0
pab1-5001	sgv1-80	0.1155	0.0035081339712918665
pab1-5001	sgv1-35	0.1457	0
pab1-5001	nup60	0.0967	0.012385135135135136
pab1-5001	rxt2	0.1138	0.0035081339712918665
pab1-5001	sus1	-0.0344	1
pab1-5001	ccz1	-0.0274	1
pab1-5001	ypt10	-0.0079	0.9281504237288136
pab1-5001	rxt3	0.0641	0.12958368580060423
pab1-5001	asm4	0.0474	0.27143212121212124
pab1-5001	nup84	0.1074	0.00716015625
pab1-5001	nup42	-0.0188	1
pab1-5001	ume6	0.0689	0.09421363636363636
pab1-5001	chl4	0.0428	0.32134883720930235
pab1-5001	sum1	0.0339	0.41771386522075915
pab1-5001	mcm21	0.0853	0.03439703703703704
pab1-5001	nup157	0.0977	0.009264259927797834
pab1-5001	gle2	0.0494	0.22278639455782315
pab1-5001	boi2	0.0134	0.6738611973392462
pab1-5001	deg1	-0.0592	1
pab1-5001	mad1	0.111	0.0035081339712918665
pab1-5001	arc1	-0.0706	1
pab1-5001	mon1	0.0233	0.5491904516129033
pab1-5001	soh1	0.1116	0.0035081339712918665
pab1-5001	hos2	0.0485	0.24660063559322035
pab1-5001	lst7	0.0657	0.1160126582278481
pab1-5001	srb2	0.0761	0.07516363636363636
pab1-5001	uba4	0.0444	0.2888579766536965
pab1-5001	mpc2	0.0541	0.19219805825242717
pab1-5001	thp2	0.112	0.0035081339712918665
pab1-5001	iki1	-0.0509	1
pab1-5001	urm1	0.0107	0.7212923322683705
pab1-5001	cap2	-0.0329	1
pab1-5001	fis1	0.0125	0.6975221432476764
pab1-5001	sds3	0.0817	0.04436027397260274
pab1-5001	mad2	0.097	0.015373548387096774
pab1-5001	mog1	0.1013	0.010363250883392227
pab1-5001	cap1	0.0469	0.2628808641975309
pab1-5001	nup100	-0.0278	1
pab1-5001	zrt3	0.0096	0.7320465652857893
pab1-5001	nup133	-0.0489	1
pab1-5001	dnm1	-0.0559	1
pab1-5001	ssa2	-0.035	1
pab1-5001	pom34	0.0416	0.3119786106032907
pab1-5001	dcs1	-0.0015	0.8651292993630574
pab1-5001	nup2	0.0722	0.07599385796545106
pab1-5001	arc18	-0.0459	1
pab1-5001	ctf3	0.0551	0.18124044943820228
pab1-5001	cdc73	0.0707	0.08131608133086876
pab1-5001	ypt7	-0.0783	1
pab1-5001	nup188	0.1301	0
pab1-5001	sub1	0.0965	0.015373548387096774
pab1-5001	pom152	0.0839	0.037622434367541764
pab1-5001	cin4	0.002	0.8284185185185184
pab1-5001	nup53	0.1374	0
pab1-5001	sap30	0.13	0
pab1-5001	pho23	0.0704	0.0891906976744186
pab1-5001	bni1	-0.0572	1
pab1-5001	caf40	0.0096	0.7379884012539184
pab1-5001	bub3	0.0567	0.17752131147540984
pab1-5001	ctf19	0.0495	0.24672761904761906
pab1-5001	elp4	0.0363	0.388026581265012
pab1-5001	cin2	0.0202	0.5875429616087752
pab1-5001	crm1_damp	0.031	0.4286229607250755
pab1-5001	yrb2_damp	0.0092	0.7351183673469387
pab1-5002	smc1-2	-0.0202	0.9871024709302325
pab1-5002	smc1-259	0.0549	0.1671013953488372
pab1-5002	tub2-430	0.0175	0.5837540765391015
pab1-5002	act1-3	-0.0589	1
pab1-5002	act1-119	0.0116	0.6655055754475703
pab1-5002	act1-155	-0.0041	0.8560195183776933
pab1-5002	act1-125	0.0236	0.5009677458766035
pab1-5002	act1-136	0.0676	0.08687203791469195
pab1-5002	act1-112	0.0159	0.6058422077922079
pab1-5002	act1-124	0.0351	0.36325460076045624
pab1-5002	act1-121	0.0483	0.22571348088531185
pab1-5002	nup145-r4	0.1009	0.009575373134328357
pab1-5002	spc105-15	0.0397	0.32005244813278005
pab1-5002	spc105-4	-0.0045	0.8587373949579832
pab1-5002	srm1-g282s	0.0166	0.6024852476864453
pab1-5002	srm1-ts	-0.0289	1
pab1-5002	cdc20-1	0.0706	0.0789979797979798
pab1-5002	ceg1-ts	0.0557	0.17192275862068965
pab1-5002	ceg1-34	0.1714	0
pab1-5002	cse1-5002	0.1634	0
pab1-5002	nup57-5001	0.0237	0.5110912679425837
pab1-5002	nup57-e17	0.0625	0.12759584415584416
pab1-5002	med6-ts	0.1361	0
pab1-5002	med6-5001	0.0449	0.26166245353159845
pab1-5002	irr1-1	-0.0251	1
pab1-5002	arc15-10	0.153	0
pab1-5002	rho3-1	-0.0478	1
pab1-5002	cct2-5001	0.1424	0
pab1-5002	dsn1-7	0.0594	0.1411751552795031
pab1-5002	dsn1-8	0.0788	0.049923170731707316
pab1-5002	nup82-5005	0.1125	0.003684422110552764
pab1-5002	nup82-5004	0.1214	0.002059550561797753
pab1-5002	smc3-1	0.0763	0.06178651685393258
pab1-5002	smc3-42	0.0834	0.03942837528604119
pab1-5002	nnf1-77	0.0689	0.08703867924528302
pab1-5002	cof1-8	-0.0277	1
pab1-5002	ssl1-t242i	0.0367	0.34712437500000004
pab1-5002	smc4-1	-0.0398	1
pab1-5002	kap95-e126k	0.0947	0.014518811881188117
pab1-5002	med11-ts	0.1196	0.002059550561797753
pab1-5002	rna1-1	0.0794	0.05237142857142857
pab1-5002	rna1-s116f	0.1562	0
pab1-5002	srp1-5001	-0.0176	0.9645798002219755
pab1-5002	med7-141	0.0593	0.1400494382022472
pab1-5002	med7-163	0.1628	0
pab1-5002	dbp5-1	-0.0195	0.9767080291970803
pab1-5002	mex67-ts5	0.1147	0.003684422110552764
pab1-5002	ipl1-2	0.1714	0
pab1-5002	cet1-2	-0.0024	0.8371988807576409
pab1-5002	cet1-15	0.0323	0.40086408995080813
pab1-5002	nsl1-6	0.0134	0.6457137336814621
pab1-5002	tfb4-5001	0.1231	0.002059550561797753
pab1-5002	sgv1-23	0.1813	0
pab1-5002	sgv1-80	0.1153	0.003684422110552764
pab1-5002	sgv1-35	0.1724	0
pab1-5002	nup60	0.0521	0.18872070098576124
pab1-5002	rxt2	0.1343	0
pab1-5002	sus1	-0.092	1
pab1-5002	ccz1	-0.103	1
pab1-5002	ypt10	-0.0364	1
pab1-5002	rxt3	0.1059	0.007451219512195122
pab1-5002	asm4	0.0439	0.2855655172413793
pab1-5002	nup84	0.1243	0.002059550561797753
pab1-5002	nup42	-0.0199	0.9804511848341233
pab1-5002	ume6	0.0403	0.3104624365482233
pab1-5002	chl4	0.0961	0.01894285714285714
pab1-5002	sum1	0.0242	0.5035469981807156
pab1-5002	mcm21	0.0892	0.025458333333333333
pab1-5002	nup157	0.0316	0.3958652886671418
pab1-5002	gle2	0.063	0.1040636887608069
pab1-5002	boi2	-0.0258	1
pab1-5002	deg1	-0.112	1
pab1-5002	mad1	0.0409	0.3076933333333333
pab1-5002	arc1	-0.0917	1
pab1-5002	mon1	-0.0756	1
pab1-5002	soh1	0.1083	0.005021917808219178
pab1-5002	hos2	0.1054	0.006213559322033898
pab1-5002	lst7	0.0345	0.3782682457438934
pab1-5002	srb2	0.0953	0.01987590361445783
pab1-5002	uba4	0.0168	0.5960258205689278
pab1-5002	mpc2	0.0375	0.33898144329896907
pab1-5002	thp2	0.0679	0.088213125
pab1-5002	iki1	-0.0084	0.8885615322580644
pab1-5002	urm1	0.0449	0.2686147465437788
pab1-5002	cap2	-0.0423	1
pab1-5002	fis1	0.0489	0.22724052156469407
pab1-5002	sds3	0.1462	0
pab1-5002	mad2	0.086	0.032993999999999996
pab1-5002	mog1	0.0503	0.21981021450459653
pab1-5002	cap1	-0.0094	0.9026025538707102
pab1-5002	nup100	-0.0465	1
pab1-5002	zrt3	-0.0269	1
pab1-5002	nup133	0.0019	0.7920288304623754
pab1-5002	dnm1	-0.0106	0.9133222222222221
pab1-5002	ssa2	-0.0062	0.87805022755482
pab1-5002	pom34	0.071	0.07460631578947367
pab1-5002	dcs1	0.0337	0.3958652886671418
pab1-5002	nup2	0.0371	0.3419667984189723
pab1-5002	arc18	-0.0249	1
pab1-5002	ctf3	0.0642	0.1040636887608069
pab1-5002	cdc73	0.1656	0
pab1-5002	ypt7	-0.0678	1
pab1-5002	nup188	0.0765	0.056345136186770436
pab1-5002	sub1	0.0861	0.03187826086956522
pab1-5002	pom152	0.0701	0.08193181076672106
pab1-5002	cin4	-0.0278	1
pab1-5002	nup53	0.0986	0.014518811881188117
pab1-5002	sap30	0.1441	0
pab1-5002	pho23	0.1187	0.002059550561797753
pab1-5002	bni1	-0.0452	1
pab1-5002	caf40	0.1365	0
pab1-5002	bub3	0.0386	0.3332190169218372
pab1-5002	ctf19	0.0959	0.017184375000000002
pab1-5002	elp4	0.1228	0.002059550561797753
pab1-5002	cin2	-0.0157	0.9512566591422121
pab1-5002	crm1_damp	0.0021	0.7905648722627738
pab1-5002	yrb2_damp	0.0324	0.3912342485549133
smc1-2	smc1-259	0.5536	0
smc1-2	tub2-430	0.103	0.007188235294117646
smc1-2	act1-3	-0.0484	1
smc1-2	act1-119	-0.0314	1
smc1-2	act1-155	-0.0269	1
smc1-2	act1-125	-0.0157	1
smc1-2	act1-136	-0.0134	1
smc1-2	act1-112	-0.0637	1
smc1-2	act1-124	0.0201	0.7087233308327081
smc1-2	act1-121	-0.0944	1
smc1-2	nup145-r4	0.0281	0.6084
smc1-2	spc105-15	0.3977	0
smc1-2	spc105-4	0.3546	0
smc1-2	srm1-g282s	0.1292	0
smc1-2	srm1-ts	0.0633	0.17365263157894736
smc1-2	cdc20-1	0.0489	0.32775134328358213
smc1-2	ceg1-ts	0.0242	0.6648912937347436
smc1-2	ceg1-34	0.0354	0.5165021186440678
smc1-2	cse1-5002	0.0838	0.046905050505050505
smc1-2	nup57-5001	-0.045	1
smc1-2	nup57-e17	0.0192	0.7292324675324675
smc1-2	med6-ts	-0.0711	1
smc1-2	med6-5001	-0.0303	1
smc1-2	irr1-1	0.0442	0.39315171537484117
smc1-2	arc15-10	-0.0252	1
smc1-2	rho3-1	-0.0667	1
smc1-2	cct2-5001	-0.0074	0.9921343092406222
smc1-2	dsn1-7	0.3983	0
smc1-2	dsn1-8	0.4305	0
smc1-2	nup82-5005	0.0367	0.49767042253521127
smc1-2	nup82-5004	0.0693	0.13314769975786925
smc1-2	smc3-1	0.508	0
smc1-2	smc3-42	0.59	0
smc1-2	nnf1-77	0.2323	0
smc1-2	cof1-8	-0.0874	1
smc1-2	ssl1-t242i	0.0673	0.14304252336448597
smc1-2	smc4-1	0.0941	0.02184
smc1-2	kap95-e126k	0.1409	0
smc1-2	med11-ts	0.0661	0.1702354211663067
smc1-2	rna1-1	0.0164	0.7534852000000001
smc1-2	rna1-s116f	0.0428	0.418068472906404
smc1-2	srp1-5001	0.055	0.2686293103448276
smc1-2	med7-141	0.0038	0.8965739318550567
smc1-2	med7-163	-4e-4	0.9357363269424823
smc1-2	dbp5-1	0.093	0.02764047619047619
smc1-2	mex67-ts5	0.0417	0.4303759124087591
smc1-2	ipl1-2	0.2997	0
smc1-2	cet1-2	-0.0359	1
smc1-2	cet1-15	0.0747	0.09709945945945946
smc1-2	nsl1-6	0.2548	0
smc1-2	tfb4-5001	0.0293	0.6039669064748202
smc1-2	sgv1-23	-0.1054	1
smc1-2	sgv1-80	0.0471	0.3611505405405406
smc1-2	sgv1-35	-0.041	1
smc1-2	nup60	0.1242	0
smc1-2	rxt2	-0.0087	1
smc1-2	sus1	0.0286	0.6084
smc1-2	ccz1	0.0111	0.8197211678832116
smc1-2	ypt10	0.0309	0.5793985116279069
smc1-2	rxt3	-0.0779	1
smc1-2	asm4	0.0233	0.6859710919088766
smc1-2	nup84	0.0129	0.7965260050251256
smc1-2	nup42	-0.0136	1
smc1-2	ume6	0.1101	0.003984782608695652
smc1-2	chl4	0.2429	0
smc1-2	sum1	-0.0261	1
smc1-2	mcm21	0.2793	0
smc1-2	nup157	0.0322	0.5488089285714286
smc1-2	gle2	0.1566	0
smc1-2	boi2	-0.0401	1
smc1-2	deg1	0.0241	0.6583161607875307
smc1-2	mad1	0.3352	0
smc1-2	arc1	-0.0353	1
smc1-2	mon1	-0.0024	0.9531959764474975
smc1-2	soh1	-0.0195	1
smc1-2	hos2	0.0174	0.7380303744798891
smc1-2	lst7	0.0249	0.6553353719008265
smc1-2	srb2	-0.02	1
smc1-2	uba4	-0.0663	1
smc1-2	mpc2	-0.0329	1
smc1-2	thp2	0.0554	0.2594598591549296
smc1-2	iki1	-0.0967	1
smc1-2	urm1	-0.0776	1
smc1-2	cap2	-0.037	1
smc1-2	fis1	0.0713	0.11974371859296482
smc1-2	sds3	0.0445	0.3901301668806162
smc1-2	mad2	0.3875	0
smc1-2	mog1	0.0315	0.5755897727272727
smc1-2	cap1	-0.0531	1
smc1-2	nup100	0.0206	0.7101847533632287
smc1-2	zrt3	-0.0247	1
smc1-2	nup133	0.0732	0.10391811023622048
smc1-2	dnm1	0.0614	0.19185152129817445
smc1-2	ssa2	-0.0642	1
smc1-2	pom34	0.0354	0.5112076759061833
smc1-2	dcs1	0.0268	0.6399394142259415
smc1-2	nup2	-0.0287	1
smc1-2	arc18	-0.0561	1
smc1-2	ctf3	0.155	0
smc1-2	cdc73	-0.0508	1
smc1-2	ypt7	-0.0927	1
smc1-2	nup188	-0.0076	0.9948419178082192
smc1-2	sub1	-0.0193	1
smc1-2	pom152	0.0017	0.9169780907668231
smc1-2	cin4	0.0322	0.5706975
smc1-2	nup53	-0.0184	1
smc1-2	sap30	0.0781	0.08468245614035087
smc1-2	pho23	0.0367	0.49955150214592275
smc1-2	bni1	-0.0373	1
smc1-2	caf40	0.0107	0.8242423146473778
smc1-2	bub3	0.357	0
smc1-2	ctf19	0.1663	0
smc1-2	elp4	-0.0234	1
smc1-2	cin2	0.2026	0
smc1-2	crm1_damp	-0.0149	1
smc1-2	yrb2_damp	0.0209	0.7031876052027543
smc1-259	tub2-430	0.0836	0.05237142857142857
smc1-259	act1-3	-0.0399	1
smc1-259	act1-119	-0.0942	1
smc1-259	act1-155	-0.0479	1
smc1-259	act1-125	-0.1052	1
smc1-259	act1-136	-0.0821	1
smc1-259	act1-112	-0.0937	1
smc1-259	act1-124	-0.0601	1
smc1-259	act1-121	-0.0884	1
smc1-259	nup145-r4	0.0627	0.23691142061281337
smc1-259	spc105-15	0.4184	0
smc1-259	spc105-4	0.3766	0
smc1-259	srm1-g282s	0.1057	0.008101657458563536
smc1-259	srm1-ts	0.1516	0
smc1-259	cdc20-1	0.1061	0.008101657458563536
smc1-259	ceg1-ts	-0.0088	1
smc1-259	ceg1-34	0.0984	0.01842211055276382
smc1-259	cse1-5002	0.0995	0.01496326530612245
smc1-259	nup57-5001	-0.0757	1
smc1-259	nup57-e17	0.1213	0.0022353658536585367
smc1-259	med6-ts	-0.0582	1
smc1-259	med6-5001	-0.0404	1
smc1-259	irr1-1	0.0877	0.04856666666666666
smc1-259	arc15-10	-0.0457	1
smc1-259	rho3-1	-0.0888	1
smc1-259	cct2-5001	0.0726	0.1391837288135593
smc1-259	dsn1-7	0.3857	0
smc1-259	dsn1-8	0.4179	0
smc1-259	nup82-5005	0.0676	0.1888210843373494
smc1-259	nup82-5004	-0.0127	1
smc1-259	smc3-1	0.6127	0
smc1-259	smc3-42	0.6962	0
smc1-259	nnf1-77	0.1856	0
smc1-259	cof1-8	-0.112	1
smc1-259	ssl1-t242i	-0.0435	1
smc1-259	smc4-1	0.0684	0.17177169811320755
smc1-259	kap95-e126k	0.1047	0.00985483870967742
smc1-259	med11-ts	0.0525	0.41624375
smc1-259	rna1-1	0.1033	0.01496326530612245
smc1-259	rna1-s116f	-0.0313	1
smc1-259	srp1-5001	0.0227	0.8823504531722054
smc1-259	med7-141	-0.0792	1
smc1-259	med7-163	0.0352	0.7067600554785022
smc1-259	dbp5-1	0.0014	1
smc1-259	mex67-ts5	0.1262	0
smc1-259	ipl1-2	0.347	0
smc1-259	cet1-2	-0.0044	1
smc1-259	cet1-15	-0.0459	1
smc1-259	nsl1-6	0.2464	0
smc1-259	tfb4-5001	-0.0137	1
smc1-259	sgv1-23	0.0522	0.4221909836065574
smc1-259	sgv1-80	-0.0578	1
smc1-259	sgv1-35	-0.0243	1
smc1-259	nup60	0.1407	0
smc1-259	rxt2	-0.0574	1
smc1-259	sus1	0.0331	0.7341711258278146
smc1-259	ccz1	-0.0434	1
smc1-259	ypt10	0.0345	0.7162416326530613
smc1-259	rxt3	-0.0599	1
smc1-259	asm4	0.0115	1
smc1-259	nup84	0.0803	0.0961123595505618
smc1-259	nup42	-0.0494	1
smc1-259	ume6	0.0795	0.08735390625
smc1-259	chl4	0.2111	0
smc1-259	sum1	0.0146	1
smc1-259	mcm21	0.2931	0
smc1-259	nup157	0.032	0.7404642007926024
smc1-259	gle2	0.1559	0
smc1-259	boi2	-0.0155	1
smc1-259	deg1	-0.0074	1
smc1-259	mad1	0.3692	0
smc1-259	arc1	0.0255	0.83965807860262
smc1-259	mon1	-0.0361	1
smc1-259	soh1	-0.0358	1
smc1-259	hos2	-0.0049	1
smc1-259	lst7	0.0319	0.7521948186528498
smc1-259	srb2	-0.0035	1
smc1-259	uba4	-0.026	1
smc1-259	mpc2	-0.0917	1
smc1-259	thp2	-0.0116	1
smc1-259	iki1	-0.0578	1
smc1-259	urm1	0.021	0.9159655976676384
smc1-259	cap2	-0.0929	1
smc1-259	fis1	0.0078	1
smc1-259	sds3	-0.0651	1
smc1-259	mad2	0.3996	0
smc1-259	mog1	0.0068	1
smc1-259	cap1	-0.0916	1
smc1-259	nup100	-0.0277	1
smc1-259	zrt3	-0.0579	1
smc1-259	nup133	0.0701	0.1645
smc1-259	dnm1	0.0275	0.8109124423963133
smc1-259	ssa2	-0.0313	1
smc1-259	pom34	0.008	1
smc1-259	dcs1	0.056	0.36741286031042125
smc1-259	nup2	-0.0028	1
smc1-259	arc18	-0.0544	1
smc1-259	ctf3	0.2033	0
smc1-259	cdc73	-0.0572	1
smc1-259	ypt7	-0.0503	1
smc1-259	nup188	-0.0291	1
smc1-259	sub1	-0.0053	1
smc1-259	pom152	-0.034	1
smc1-259	cin4	0.0362	0.7047568965517242
smc1-259	nup53	-0.0348	1
smc1-259	sap30	-0.0068	1
smc1-259	pho23	-0.0442	1
smc1-259	bni1	-0.0386	1
smc1-259	caf40	-0.032	1
smc1-259	bub3	0.3899	0
smc1-259	ctf19	0.2554	0
smc1-259	elp4	-0.0267	1
smc1-259	cin2	0.2073	0
smc1-259	crm1_damp	-0.0578	1
smc1-259	yrb2_damp	-0.0292	1
tub2-430	act1-3	-0.0203	1
tub2-430	act1-119	-0.0283	1
tub2-430	act1-155	0.164	0
tub2-430	act1-125	-0.0067	0.9126198137171888
tub2-430	act1-136	-0.0615	1
tub2-430	act1-112	-0.0024	0.8656785046728972
tub2-430	act1-124	0.1303	0
tub2-430	act1-121	0.0345	0.4138631043256997
tub2-430	nup145-r4	0.1126	0.0038793650793650792
tub2-430	spc105-15	0.0825	0.041925
tub2-430	spc105-4	0.0585	0.16103474576271187
tub2-430	srm1-g282s	-0.0154	0.971518287037037
tub2-430	srm1-ts	-0.0314	1
tub2-430	cdc20-1	0.033	0.4333082125603865
tub2-430	ceg1-ts	0.0946	0.018135689045936394
tub2-430	ceg1-34	0.1274	0
tub2-430	cse1-5002	0.1392	0
tub2-430	nup57-5001	-0.0537	1
tub2-430	nup57-e17	0.3282	0
tub2-430	med6-ts	-0.0376	1
tub2-430	med6-5001	0.0281	0.4952688905003626
tub2-430	irr1-1	0.069	0.10051935483870968
tub2-430	arc15-10	-0.0573	1
tub2-430	rho3-1	0.0786	0.057797297297297295
tub2-430	cct2-5001	0.1017	0.009165
